R1,R2,C1,High,Low,Relative Closeness (High),Relative Closeness (Low)
1000,330000,2.0µF,0.4587659999999999,0.4573799999999999,0.08246800000000021,0.0852400000000002
4700,68000,9.1µF,0.4584680099999999,0.42882839999999994,0.08306398000000015,0.14234320000000011
470,220000,3.0µF,0.45835713,0.45738,0.08328574,0.08523999999999998
680,330000,2.0µF,0.45832248,0.4573799999999999,0.08335504000000005,0.0852400000000002
3300,150000,5.1µF,0.5418081899999999,0.5301449999999999,0.08361637999999982,0.06028999999999973
15000,100000,6.8µF,0.5419259999999999,0.47123999999999994,0.08385199999999982,0.05752000000000013
330,220000,3.0µF,0.45806607,0.45738,0.08386786000000002,0.08523999999999998
470,330000,2.0µF,0.45803141999999997,0.4573799999999999,0.08393716000000007,0.0852400000000002
220,220000,3.0µF,0.45783737999999996,0.45738,0.08432524000000008,0.08523999999999998
330,330000,2.0µF,0.4578373799999999,0.4573799999999999,0.08432524000000019,0.0852400000000002
150,220000,3.0µF,0.45769184999999996,0.45738,0.08461630000000009,0.08523999999999998
220,330000,2.0µF,0.45768491999999994,0.4573799999999999,0.08463016000000012,0.0852400000000002
100,220000,3.0µF,0.4575879,0.45738,0.08482420000000002,0.08523999999999998
150,330000,2.0µF,0.45758789999999994,0.4573799999999999,0.08482420000000013,0.0852400000000002
68,220000,3.0µF,0.457521372,0.45738,0.08495725600000004,0.08523999999999998
100,330000,2.0µF,0.45751859999999994,0.4573799999999999,0.08496280000000012,0.0852400000000002
47,220000,3.0µF,0.457477713,0.45738,0.08504457399999998,0.08523999999999998
68,330000,2.0µF,0.4574742479999999,0.4573799999999999,0.08505150400000017,0.0852400000000002
33,220000,3.0µF,0.45744860699999995,0.45738,0.0851027860000001,0.08523999999999998
47,330000,2.0µF,0.45744514199999997,0.4573799999999999,0.08510971600000006,0.0852400000000002
22,220000,3.0µF,0.45742573799999997,0.45738,0.08514852400000006,0.08523999999999998
33,330000,2.0µF,0.4574257379999999,0.4573799999999999,0.08514852400000017,0.0852400000000002
15,220000,3.0µF,0.457411185,0.45738,0.08517763,0.08523999999999998
